group,trial,producer,phase_bytes,throughput_MB_s,write_syscall_s,max_write_ms,eagain_count,partial_count,write_calls,blocked_s,max_backpressure_wait_ms,syscall_s_per_GiB,eagain_per_GiB,partial_per_GiB
64,2,1,208658719,3.4776536050744253,1.690372636,0.436333,203003,203261,457243,57.956434371,38.171583,8.698528420556094,1044637.9261892814,1045965.5744750546
64,2,2,208051595,3.4675335761927117,1.699435263,1.030125,202491,202714,456036,57.943933333,13.334917,8.77068363289183,1045043.9261644882,1046194.8158116067
64,2,3,206809320,3.4468300426034326,1.674889423,0.504917,201385,201568,453480,57.974497711,7.591416,8.695927359803356,1045579.0736425224,1046529.1988776522
64,2,4,205580467,3.426348483315906,1.671023048,2.584583,200158,200349,450734,57.980209706,40.605667,8.72771310275095,1045420.4095576453,1046417.9979539398
64,2,5,205171368,3.41953089288978,1.709830602,0.760833,199818,199985,449930,57.942986497,5.191916,8.948210694401073,1045725.5604399538,1046599.5366012279
64,2,6,204543206,3.4090601946360524,1.713730198,0.485208,199314,199451,448738,57.939584885,4.225459,8.99616186051372,1046291.3048734359,1047010.481192047
64,2,7,203886843,3.398121978951284,1.716881671,0.613958,198620,198778,447211,57.937466958,3.714625,9.041719563099557,1046004.7247034964,1046836.8098233391
64,2,8,203582213,3.3930445742343682,1.710272001,0.807666,198201,198405,446345,57.944784098,5.748166,9.02038813130433,1045360.005289971,1046435.9506236431
64,2,9,203062675,3.3843847418425628,1.705181806,0.561792,197810,197977,445399,57.950923039,5.963417,9.016551282140128,1045967.0651213474,1046850.1170392245
64,2,10,202811377,3.380196996763443,1.691604103,0.564334,197648,197789,444987,57.964056526,3.605291,8.955839173860074,1046405.4195044098,1047151.9141016236
64,2,11,202336730,3.372286308567984,1.679823378,0.493583,197149,197289,443872,57.975982118,7.66625,8.914331164151767,1046212.0587783345,1046954.9978154534
64,2,12,202340292,3.372345281925092,1.698714504,0.435125,197129,197262,443826,57.957573447,5.780666,9.014422149693326,1046087.5089737243,1046793.2886342183
64,2,13,202179919,3.369673403882836,1.699329326,0.779667,196901,197089,443386,57.95732164,3.665625,9.02483777370556,1045706.4179921054,1046704.8527719313
64,2,14,201962265,3.3660455480055194,1.697742841,3.204542,196578,196823,442744,57.955198457,3.609375,9.026129186946294,1045116.127402671,1046418.6813568961
64,2,15,201932778,3.365552806735426,1.663237451,0.589792,196534,196768,442638,57.995664513,4.980625,8.843970909873041,1045034.777058413,1046279.0306625307
64,3,0,211975488,3.5329326902163416,1.750167122,0.557417,205988,206373,464150,57.882755114,5.677083,8.865306340896879,1043412.7687542439,1045362.949910284
64,3,1,208389614,3.473168568937899,1.716506394,0.45,202569,202864,456346,57.92297923,4.710125,8.84441729615768,1043750.7098883345,1045270.7176852681
64,3,2,207565675,3.459434777878976,1.67478869,0.590792,201838,202126,454676,57.967406336,10.779083,8.66371890639033,1044112.4346427318,1045602.2650075644
64,3,3,206937338,3.448963565949535,1.745552103,0.483708,201375,201622,453555,57.895893578,16.242333,9.057197299804137,1044880.3579758042,1046161.9741070024
64,3,4,205850555,3.430850531470398,1.733581817,0.580042,200412,200618,451323,57.909615679,3.199459,9.042576068054876,1045373.6519266999,1046448.1732742086
64,3,5,205111890,3.418539476592112,1.751241105,0.665709,199673,199871,449656,57.893931836,4.676709,9.167585644822811,1045269.7365498997,1046306.2482857722
64,3,6,204329872,3.405506096639734,1.728790535,0.611459,199118,199272,448311,57.918004955,5.7115,9.084695664884652,1046353.7338839619,1047162.9951010197
64,3,7,203963666,3.3994027618700997,1.752664423,0.820542,198568,198776,447176,57.895470756,3.388208,9.226687925936414,1045336.9989340749,1046431.9895457459
64,3,8,203117329,3.385295643679548,1.761526692,1.224125,197723,197945,445293,57.884638462,4.544417,9.311981860950752,1045225.7112279771,1046399.2727655453
64,3,9,202662585,3.3777164491376244,1.712119282,0.545583,197249,197496,444259,57.938291081,15.088625,9.071107430906649,1045059.7037542771,1046368.3529582138
64,3,10,202446278,3.3741114377913997,1.740632002,0.541875,197077,197308,443846,57.909026388,4.434667,9.232026388453788,1045264.0549333686,1046489.2410113462
64,3,11,202115895,3.3686043696312713,1.720214855,0.433042,196765,196997,443142,57.930297774,15.163958,9.138651050079934,1045315.1643484547,1046547.6656476128
64,3,12,201941617,3.3657010212089133,1.719560002,0.492125,196625,196856,442819,57.931155043,8.653083,9.143055901275286,1045472.8910286977,1046701.1389006755
64,3,13,202075899,3.3679381052147015,1.756829863,0.665292,196758,197010,443139,57.891815137,3.288666,9.335015758387348,1045484.8641133201,1046823.8804976935
64,3,14,201923233,3.3653946766248666,1.712130013,0.643416,196432,196696,442461,57.939764815,6.5435,9.104378806592125,1044541.7837182113,1045945.6233721456
64,3,15,201667103,3.3611252736401442,1.725183302,0.470458,196192,196467,441930,57.926621241,4.573708,9.185441938062763,1044590.5792290178,1046054.7694574062
64,4,0,206793765,3.4465703898976976,1.771966298,0.580708,200788,201139,452450,57.854959838,3.14625,9.20063680295703,1042557.899931422,1044380.4083625829
64,4,1,203232987,3.38722265990821,1.738839089,0.539459,197546,197841,445040,57.894282097,3.181958,9.186816976052015,1043695.7380540984,1045254.3129820948
64,4,2,203195979,3.386607552084288,1.755624249,0.488625,197537,197824,445005,57.879160429,3.732125,9.27718743578036,1043838.2675254021,1045354.852179314
64,4,3,201977391,3.366296807013401,1.753324598,0.531416,196464,196740,442551,57.882731268,3.090667,9.32093410356304,1044431.8181649153,1045899.0751779737
64,4,4,200707873,3.345138631723967,1.744935032,0.679625,195269,195519,439824,57.893154362,5.449833,9.335008617331013,1044645.0809164621,1045982.524495469
64,4,5,199866601,3.3311176227185717,1.755708332,0.431792,194457,194717,438005,57.88588403,3.783,9.432178550000346,1044679.8655947924,1046076.6616219585
64,4,6,198800484,3.313348523699326,1.76262818,0.656875,193322,193614,435506,57.879968154,4.083833,9.520135760972295,1044151.9694656678,1045729.0914439424
64,4,7,198194387,3.3032470504768443,1.750914548,0.4695,192925,193137,434484,57.892376244,4.247,9.485789223877745,1045194.2889543083,1046342.8243398638
64,4,8,197683828,3.294737934739319,1.770915056,0.55625,192410,192618,433326,57.873711477,7.113416,9.61892321499613,1045096.4373061412,1046226.21257229
64,4,9,197165966,3.286107319990901,1.750466954,0.63225,191823,192071,432065,57.894884634,3.580292,9.532829717881858,1044644.682263023,1045995.2600415023
64,4,10,196605654,3.276767398922008,1.757109621,0.552792,191326,191582,430942,57.889450057,3.7055,9.5962758498313,1044907.5295597755,1046305.6475759746
64,4,11,196076783,3.2679526469092397,1.748926459,0.358584,190772,191026,429703,57.899086887,6.460916,9.577347493142629,1044692.1461789181,1046083.0830309165
64,4,12,195914024,3.265241297809007,1.766360327,0.532375,190593,190848,429306,57.879637928,4.268208,9.68085347149123,1044579.0009480485,1045976.574023879
64,4,13,195727536,3.26213299416812,1.734636821,0.727959,190442,190681,428943,57.913002033,3.503125,9.516045326182931,1044745.8984320326,1046057.0286959725
64,4,14,195391087,3.2565253352978267,1.745698463,0.533166,190002,190296,428035,57.901825547,3.367292,9.593218813587011,1044126.9209155277,1045742.5529338705
64,4,15,195246409,3.2541139757174133,1.713352025,0.565959,189870,190182,427754,57.933608362,3.629875,9.422440791101021,1044174.6978449166,1045890.5165931528
64,5,0,203237500,3.3872983848084632,1.808786545,4.243667,197131,197569,444354,57.812853609,7.646167,9.556158504483465,1041480.0393969814,1043794.075531612
64,5,1,199874559,3.331249812187096,1.739948782,0.611125,194334,194610,437777,57.896941642,7.2875,9.347141468120805,1043977.5060377544,1045460.1997077577
64,5,2,199171908,3.3195391583118012,1.769460297,0.492125,193675,193960,436296,57.869565509,13.524875,9.53921436951019,1044107.825503183,1045644.2691859938
64,5,3,198123130,3.3020589909219145,1.776599839,0.444,192670,192945,434020,57.865952353,15.521542,9.628404071982743,1044188.2138147121,1045678.5950821593
64,5,4,197227373,3.287130717661544,1.781994173,0.47225,191774,192063,432023,57.861156768,14.418916,9.701501594681746,1044052.6658324248,1045626.0345916182
64,5,5,196278806,3.271320902849395,1.766704389,0.386333,190773,191086,429813,57.877649066,13.582,9.664743900641344,1043622.3511057633,1045334.6153983838
64,5,6,195331350,3.2555297706831543,1.807882425,1.90075,190014,190292,428029,57.837166785,48.777917,9.937979605409184,1044512.2042392888,1046040.3779147996
64,5,7,194888345,3.248145850303855,1.796866111,0.548541,189731,189941,427287,57.850193746,8.332125,9.899875210643954,1045327.3129767919,1046484.312811954
64,5,8,194310718,3.2385191453841053,1.78291144,0.667834,189054,189299,425826,57.86512807,8.02275,9.852192412855304,1044693.7198518097,1046047.5656385357
64,5,9,193907508,3.2317981558697064,1.771434201,0.499625,188631,188918,424924,57.876570686,7.192541,9.809125029226422,1044523.7324330113,1046112.9638488882
64,5,10,193453822,3.224236976352468,1.779216649,1.536625,188118,188398,423780,57.867836255,10.138583,9.875324820351329,1044125.9953356311,1045680.101155882
64,5,11,193027219,3.217125946637073,1.781818429,0.369542,187778,188060,422998,57.868245476,13.492459,9.91162272296569,1044542.2840965864,1046110.9498833944
64,5,12,192804023,3.2134078812850566,1.765641086,0.52,187547,187810,422462,57.8841994,7.774083,9.833003745004744,1044465.0206584538,1045929.6897837033
64,5,13,192346932,3.2057875964091207,1.749239349,0.425958,187004,187338,421336,57.902146138,8.105166,9.764811061336983,1043915.8762110955,1045780.3705676574
64,5,14,192144116,3.202408071282137,1.756465174,0.533583,186911,187171,421026,57.895212497,6.082916,9.815497653455271,1044498.0686562579,1045951.003464004
64,5,15,191987044,3.1997910528771323,1.746231091,0.474,186812,187088,420806,57.904714866,8.160334,9.766291087724909,1044798.9272916146,1046342.5353249983
32,1,0,203099296,3.384996503491492,1.784881397,2.711292,196924,197373,443918,57.830586359,10.10875,9.4362799112728,1041094.3765623688,1043468.1419494039
32,1,1,200488220,3.3414780187327766,1.767529461,0.629084,194609,194993,438585,57.862046618,9.23075,9.466243490155566,1042254.8647836567,1044311.4288072985
32,1,2,200037189,3.3339611515067635,1.785302124,0.559209,194400,194710,437983,57.845825596,8.004,9.582985886763456,1043483.0224773855,1045147.0128938875
32,1,3,198724023,3.3120742261608234,1.762799283,0.4505,193155,193440,435147,57.87021814,8.852584,9.52472322621162,1043651.3858957052,1045191.2924214503
32,1,4,197762198,3.296044379037624,1.770548678,0.624542,192282,192560,433159,57.86520649,8.065167,9.613122154904996,1043987.3114798613,1045496.701191802
32,1,5,196520535,3.2753492374117066,1.791336227,4.98525,191147,191413,430573,57.846756237,6.257667,9.787438385389384,1044382.0969250262,1045835.4581484932
32,1,6,195192989,3.2532234777638105,1.757822167,2.857458,189691,190022,427402,57.880957852,8.430291,9.669646381931335,1043475.7999242689,1045296.6058126607
32,1,7,195188998,3.253157069392935,1.774667149,0.5975,189764,190058,427510,57.865320325,8.388417,9.762508958420597,1043898.7113891327,1045516.0161526727
32,1,8,194377047,3.239624523180209,1.786513878,0.661791,188931,189251,425672,57.851160814,9.377416,9.868730385460756,1043657.7758594305,1045425.4608252383
32,1,9,193545970,3.225773263367846,1.764649893,0.644583,188155,188472,423914,57.876123427,11.263334,9.7898106317131,1043834.1490381846,1045592.78115131
32,1,10,193317516,3.2219657957236105,1.759452403,0.642125,188015,188292,423538,57.884543231,8.389875,9.77251141815004,1044290.1047795379,1045828.6435079582
32,1,11,192678707,3.2113192228895326,1.745052202,0.569875,187304,187629,422008,57.900124445,9.630834,9.724663215384233,1043790.1610087927,1045601.2905219257
32,1,12,192355924,3.205937516760445,1.7885425,2.815584,187003,187337,421336,57.852289631,8.619083,9.983747036829081,1043861.4945566844,1045725.9017543333
32,1,13,192399322,3.2066616731012907,1.75373126,0.439416,187083,187405,421494,57.890554667,8.31125,9.787220569926012,1044072.5028095058,1045869.5198869776
32,1,14,192045764,3.2007702017971376,1.749636154,0.600916,186666,186997,420583,57.896804424,5.892834,9.7823428968332,1043663.1724862413,1045513.8175426145
32,1,15,191343657,3.189068603764649,1.696312595,0.623542,186016,186340,419105,57.95029148,9.223875,9.519007885531702,1043845.2063931442,1045663.360997433
32,2,0,200280775,3.3380207610154553,1.725058685,0.525334,194320,194727,437979,57.908016329,22.239542,9.248354760655094,1041785.0202530922,1043967.0216077804
32,2,1,197443263,3.290728728367033,1.706453084,1.341792,191861,192160,432260,57.929897156,16.221667,9.280083904329445,1043384.1953597779,1045010.2260508124
32,2,2,197295927,3.2882714784977107,1.705491278,1.817833,191960,192207,432370,57.932179823,17.110958,9.28177962668135,1044702.1571562397,1046046.4030033828
32,2,3,196016863,3.2669550128661955,1.74012259,6.431292,190600,190925,429415,57.895849655,49.557458,9.532049310319817,1044069.3138446971,1045849.5999254921
32,2,4,194953812,3.2492371858599496,1.71011584,0.552875,189661,189900,427192,57.932268938,17.873584,9.418758640599918,1044590.7468670785,1045907.080686373
32,2,5,193997560,3.2332995104839637,1.701713015,2.518083,188799,189020,425216,57.943707228,52.984583,9.418677413523342,1044968.723469388,1046191.9189730015
32,2,6,193463125,3.22439261781018,1.698737753,0.489916,188286,188522,424074,57.945863117,18.440917,9.428183140347192,1045008.2054327615,1046318.0316358893
32,2,7,192691302,3.2115294611961978,1.702009466,4.129625,187506,187718,422302,57.945137585,17.847834,9.484178733132987,1044847.5481832803,1046028.8846749917
32,2,8,192035836,3.200604894774999,1.71978747,0.663,186894,187116,420928,57.92837491,17.091875,9.615953841709759,1044991.9589729909,1046233.2412768209
32,2,9,191663947,3.1944056651982806,1.707113559,0.60525,186580,186801,420208,57.941031633,21.531333,9.563609929288326,1045260.4814713536,1046498.5700467913
32,2,10,191092963,3.1848895641792296,1.713148669,0.545208,186026,186232,418945,57.935504537,18.026334,9.626096888953636,1045270.8117327377,1046428.315453814
32,2,11,190626691,3.177118188614863,1.698792195,0.5455,185441,185712,417726,57.952164888,17.13825,9.568776651829221,1044532.4132725149,1046058.8733541411
32,2,12,190453475,3.1742318840666663,1.690138959,0.468875,185274,185518,417323,57.959911715,17.960417,9.528694021729565,1044540.8922035999,1045916.5195323005
32,2,13,190312662,3.171883885173576,1.687731864,0.594834,185154,185417,417068,57.963579734,17.130666,9.522163533576553,1044636.7130364452,1046120.5559754506
32,2,14,189882494,3.1647151429613953,1.668070139,0.456167,184575,184889,415856,57.983775213,18.54,9.432552921965483,1043729.1663379985,1045504.7641070903
32,2,15,189706532,3.1617832797023686,1.665143582,0.646625,184471,184770,415590,57.984490565,17.845,9.42473771519145,1044108.6341460504,1045800.9786425277
32,3,0,202493115,3.3748928997572394,1.894009066,4.458333,196485,196902,442860,57.73308388,4.620792,10.043189612641282,1041883.1390323567,1044094.3270058738
32,3,1,199499148,3.3249928379015072,1.822554507,0.649,193861,194209,436811,57.811675902,7.888083,9.809330116465464,1043396.2542159028,1045269.2554717878
32,3,2,199122248,3.3187112132505883,1.81474577,0.770708,193592,193911,436152,57.821083836,6.985083,9.785789648056225,1043920.6531648237,1045640.8207769128
32,3,3,198065253,3.3010943172433502,1.843540719,0.640042,192567,192828,433786,57.794512345,8.130292,9.994114284333008,1043934.9592641976,1045349.8799119097
32,3,4,196962153,3.282709607825657,1.849300795,0.899292,191324,191698,431143,57.787691349,8.2465,10.081488136190053,1043005.357150904,1045044.2231769877
32,3,5,196155193,3.2692606814785563,1.848293389,0.558375,190716,191015,429655,57.793974823,8.071708,10.11744774349156,1043968.0060164606,1045604.7141783292
32,3,6,195111697,3.2518682287987315,1.871266356,2.206584,189609,189963,427241,57.765193976,10.834458,10.297983058807967,1043459.2935082513,1045407.4319927216
32,3,7,194530461,3.2421809424345827,1.86166853,0.882083,189176,189455,426158,57.780738899,8.104084,10.27577559221226,1044187.024761248,1045727.009642567
32,3,8,193893186,3.2315608018865776,1.854697488,0.785417,188620,188868,424859,57.790128854,4.071666,10.270945074538814,1044539.9708006242,1045913.3453778618
32,3,9,193328845,3.222154451703886,1.87043013,0.885833,187941,188263,423438,57.771905073,3.821791,10.38830527048748,1043817.9162782667,1045606.2933170267
32,3,10,192699866,3.211671606066587,1.83634208,0.554458,187511,187737,422328,57.810648196,8.083833,10.23227122777114,1044828.9733634999,1046088.2666741865
32,3,11,192654094,3.210909005272529,1.839191257,0.477834,187532,187776,422377,57.807856507,8.053958,10.25058193144877,1045194.2523389511,1046554.166367334
32,3,12,192296800,3.204953610732823,1.83293408,0.504333,186865,187187,421033,57.814865682,3.790417,10.234689200917343,1043411.8817461341,1045209.856893552
32,3,13,191905887,3.198438646486955,1.834629262,0.787458,186635,186925,420446,57.814873503,4.125333,10.265022094625236,1044250.4315786832,1045873.024474752
32,3,14,191791460,3.19653104604853,1.831463922,0.769708,186543,186845,420246,57.81779727,3.458167,10.25342532038952,1044358.3936137302,1046049.1364176486
32,3,15,191366509,3.1894486739813157,1.794536223,0.490708,185955,186325,419034,57.854143019,6.307958,10.068995914630447,1043378.2897817298,1045454.3295075734
32,4,0,200325978,3.338772866253304,1.690301305,0.460834,194498,194858,438299,57.944391013,12.971042,9.059969278374272,1042504.0195453432,1044433.609808669
32,4,1,196818733,3.2803196520578783,1.661626358,0.383625,191381,191635,431102,57.977644192,6.752958,9.06497917779705,1044076.3482556511,1045462.0416758806
32,4,2,196548121,3.2758100969982396,1.663722951,0.287417,191098,191369,430487,57.974892432,13.099084,9.0889137324157,1043967.8285337157,1045448.3007601787
32,4,3,195572795,3.259554351937872,1.68701274,0.739,190256,190504,428542,57.95606152,7.314834,9.262106912972419,1044551.3368408117,1045912.9166676583
32,4,4,194476195,3.241277911818849,1.695806567,0.336791,189205,189462,426181,57.948855359,6.892208,9.362885963507042,1044638.5060645597,1046057.4542744833
32,4,5,193468974,3.224489134012326,1.692369208,0.448417,188331,188520,424119,57.954228572,7.3445,9.392553042015694,1045226.3599420546,1046275.2992140228
32,4,6,192547014,3.2091243879569054,1.663063413,0.444416,187362,187589,421994,57.984385684,7.396791,9.274102492715286,1044827.5018603405,1046093.3713692179
32,4,7,191977560,3.199633892430268,1.666016902,0.409875,186870,187079,420852,57.982893268,7.693208,9.31813086471309,1045174.9394610495,1046343.8887966698
32,4,8,191003589,3.183401002389139,1.655254269,0.784333,185856,186072,418593,57.996677679,7.001166,9.305143150895697,1044804.2441827834,1046018.5053136776
32,4,9,190904715,3.18175224985495,1.667390944,0.418833,185764,185999,418404,57.983283619,6.88275,9.378225118911505,1044827.9194860954,1046149.6748373973
32,4,10,190556933,3.1759560821671196,1.679194976,0.487792,185597,185786,417939,57.969487176,5.978042,9.461853987657726,1045793.8117052293,1046858.7805916461
32,4,11,190076141,3.167942336012239,1.663928815,0.446167,185137,185308,416884,57.988343979,6.836542,9.399548788315618,1045840.5722256745,1046806.5527582023
32,4,12,189845619,3.1641014547835886,1.680593823,0.384083,184784,185008,416175,57.971703009,6.662666,9.50521737829069,1045113.9734018092,1046380.8879076215
32,4,13,189721832,3.1620369628084912,1.675938284,0.440416,184683,184895,415930,57.976675504,8.74375,9.485070911467847,1045224.2590709961,1046424.0854920693
32,4,14,189427279,3.1571289990138975,1.670112044,1.992833,184359,184591,415230,57.982683517,8.58525,9.466794655319566,1045012.999056044,1046328.0583467812
32,4,15,189173480,3.1528986375485104,1.631992496,0.349834,183966,184238,414422,58.020479494,8.633125,9.263130325716654,1044184.3560417877,1045728.2181948125
32,5,0,199106216,3.3184440126805606,1.651978918,0.785125,193219,193632,435496,57.973205378,12.53375,8.908807029022471,1041993.1916714042,1044220.4218514605
32,5,1,196415940,3.2736063656143224,1.66050734,0.488916,190821,191151,429960,57.970187169,6.113459,9.077451555189402,1043156.1134880601,1044960.1157595662
32,5,2,196358034,3.2726416997960515,1.666024076,0.629958,190845,191163,429982,57.965615858,7.140208,9.110295584809913,1043594.979165864,1045333.894009715
32,5,3,194973793,3.249571232275706,1.651057154,0.477666,189526,189818,426979,57.984377372,6.995208,9.092550813042905,1043740.2371067583,1045348.3127757175
32,5,4,194091207,3.234860566693247,1.67738792,1.018542,188730,189028,425178,57.956686002,4.733583,9.27956290557957,1044082.8184633836,1045731.399398593
32,5,5,193319765,3.222003816142492,1.663965238,1.368042,188026,188319,423576,57.971155651,3.495166,9.242040355897982,1044339.0524472446,1045966.4409061122
32,5,6,192520678,3.208685239686543,1.650041445,0.676709,187311,187564,421911,57.988554174,5.405,9.202743981765407,1044685.9884591929,1046097.0404266705
32,5,7,191729423,3.195497573202873,1.659073593,0.69975,186459,186734,420036,57.981433017,5.156625,9.29130583102028,1044225.8868176743,1045765.9686526882
32,5,8,190901616,3.181701076997531,1.66319374,0.604208,185757,186008,418406,57.976071364,4.604667,9.354769841513452,1044805.5086174231,1046217.2787400186
32,5,9,190260153,3.171009790472355,1.650781432,0.628083,185007,185281,416772,57.99252298,4.519791,9.31626006745097,1044095.4161997756,1045641.7476577137
32,5,10,189887582,3.1647999431465426,1.642459367,0.79825,184720,184995,416108,58.001710023,5.214166,9.287481034797027,1044521.1194973245,1046076.139570201
32,5,11,189645323,3.16076281112594,1.629300997,0.649958,184542,184776,415652,58.014606061,4.0085,9.224844550286107,1044847.6163296049,1046172.4873195211
32,5,12,189284097,3.1547423636445546,1.634165486,0.785125,184161,184436,414842,58.009783872,5.58125,9.270043587737254,1044680.3042817907,1046240.2821472319
32,5,13,188882989,3.148057529407614,1.639097243,0.765916,183601,183907,413655,58.002930804,5.493917,9.31776478511885,1043715.3375851332,1045454.8536732866
32,5,14,188758938,3.1459894833426536,1.624000334,0.728917,183659,183889,413665,58.020547018,6.31325,9.23801065677626,1044731.1885915358,1046039.5272701523
32,5,15,188538003,3.1423070154472175,1.59451996,0.523333,183255,183556,412874,58.05239127,4.065958,9.080942531542604,1043654.6204274795,1045368.8439998168
256-post,1,0,214302363,3.5717148007012613,1.660816182,0.566542,207918,208388,468664,57.975937105,5.830417,8.32136319742492,1041753.5739558411,1044108.4647289307
256-post,1,1,211079334,3.517996874126248,1.659280383,7.91575,205044,205451,462065,57.979977578,9.141333,8.440611931103774,1043040.6160001244,1045110.9888504007
256-post,1,2,210738456,3.512315151477576,1.646196892,0.632333,204813,205141,461441,57.997866905,18.459709,8.387602751911645,1043550.7992851195,1045222.0050297037
256-post,1,3,209316050,3.488609147851802,1.634839135,0.585167,203517,203817,458474,58.008790008,7.459709,8.386338050815894,1043994.0692317097,1045532.9982684462
256-post,1,4,208404512,3.47341686953382,1.645415414,0.701333,202661,202961,456539,58.001189311,9.464459,8.477510064014712,1044150.0987927939,1045695.75893282
256-post,1,5,207578254,3.4596455238513713,1.650314315,0.578292,202001,202259,454975,57.998104522,10.186042,8.536595084576684,1044892.3141526376,1046226.8729768582
256-post,1,6,206643139,3.4440593195872835,1.63836266,0.636791,201132,201381,452999,58.011929828,6.120792,8.513123249264481,1045105.3037128322,1046399.1367211277
256-post,1,7,206081411,3.434698369364447,1.643266433,0.878042,200391,200688,451428,58.007765788,12.095333,8.561877990477237,1044093.1902061948,1045640.643322808
256-post,1,8,205679448,3.4279991414645776,1.645671952,0.59975,200179,200447,450877,58.005832404,11.45225,8.591168542255717,1045026.9420525477,1046426.0259747878
256-post,1,9,205086497,3.418115575313227,1.6120254,0.560458,199376,199712,449194,58.039750493,8.18675,8.439849130244443,1043844.1976110402,1045603.3444010115
256-post,1,10,204565392,3.4094305870996053,1.639365179,0.581417,198890,199210,448079,58.015644594,18.823291,8.604852171190064,1043952.2994943348,1045631.9452072323
256-post,1,11,204507582,3.4084673690515803,1.626662457,1.468334,198963,199250,448178,58.02635688,6.893792,8.540590507844845,1044630.6803848085,1046137.538470334
256-post,1,12,204016578,3.400282817208733,1.635389568,0.646166,198368,198715,446928,58.018792175,5.498584,8.607075929363406,1044013.2867204155,1045839.5520983593
256-post,1,13,203692586,3.394883845496396,1.626409945,0.648416,198159,198434,446359,58.027472953,5.9705,8.573431243668534,1044572.167697925,1046021.7982779992
256-post,1,14,203522232,3.3920447190324605,1.625233211,1.282084,197877,198190,445791,58.029012616,5.669417,8.574399245014751,1043958.7303054342,1045610.0545249523
256-post,1,15,203410950,3.3901905234509053,1.599563027,1.653375,197645,198014,445356,58.054923609,18.803042,8.443585373422332,1043305.2045845123,1045253.0384305073
256-post,2,0,198140274,3.3014433189086865,1.673362147,0.464041,192547,192841,433797,57.962419411,3.6995,9.06811567209368,1043431.3166727931,1045024.5318727277
256-post,2,1,195029813,3.2496154792948326,1.655477689,0.69225,189619,189878,427146,57.986198558,4.337,9.114276458738976,1043952.4490804696,1045378.3804708463
256-post,2,2,194941479,3.2481436992930233,1.665917427,0.46325,189669,189884,427181,57.976114821,4.090583,9.175908718228031,1044700.8972177543,1045885.1218032258
256-post,2,3,193653616,3.2266857810419083,1.655923485,0.539292,188433,188684,424430,57.988648663,5.59925,9.181518733883784,1044795.3273528959,1046187.0348943858
256-post,2,4,192643198,3.2098496694262963,1.676515316,0.516416,187454,187698,422218,57.970019312,3.725667,9.344449386506636,1044818.617868335,1046178.6088141664
256-post,2,5,191856396,3.1967403366477742,1.675466158,0.749833,186684,186921,420479,57.972740051,3.72525,9.376899212373365,1044794.0378887134,1046120.4300111214
256-post,2,6,191131025,3.184653829835193,1.674378098,5.38375,185937,186218,418852,57.972082993,5.147083,9.40637341850791,1044562.668614831,1046141.2791650754
256-post,2,7,190304776,3.170886903467712,1.64894711,0.594042,185283,185501,417279,58.001153486,7.460459,9.303725922101549,1045407.8481781876,1046637.8526087228
256-post,2,8,189748020,3.1616095188050077,1.655280759,1.225292,184633,184855,415847,57.991028759,3.79425,9.366865495622903,1044797.063972483,1046053.3125748559
256-post,2,9,189361810,3.1551750090667094,1.647472176,0.52625,184385,184551,415200,58.005794243,3.611708,9.34169238901703,1045521.7248833859,1046462.9977978347
256-post,2,10,188927087,3.1479317462956167,1.670209494,5.974709,183839,184072,414069,57.97849134,4.7145,9.492412215881343,1044824.362227826,1046148.5865567175
256-post,2,11,188534979,3.1413977029429616,1.648238433,0.553042,183469,183683,413214,58.005661253,4.501583,9.387024894920543,1044890.1299501351,1046108.8998121246
256-post,2,12,188358061,3.138449869062177,1.661802302,2.976125,183315,183546,412880,57.987725537,6.345958,9.473163109684373,1044993.6754581478,1046310.4991715964
256-post,2,13,188080524,3.133825924252799,1.645430717,0.43175,183097,183290,412338,58.008745272,3.580166,9.393677461985419,1045291.1474711118,1046392.9743249759
256-post,2,14,187738760,3.1281312969387334,1.638269202,0.613042,182776,182984,411628,58.016078235,11.0935,9.369818790528415,1045358.1115770872,1046547.7343241002
256-post,2,15,187690739,3.127330851206486,1.623016167,0.587125,182683,182924,411463,58.031449277,4.034625,9.284956459871303,1045093.5335375924,1046472.247164928
256-post,3,0,204272423,3.40434605191287,1.770673012,1.402125,198316,198686,446909,57.854878551,5.387916,9.30740254455421,1042432.3579320543,1044377.2336477548
256-post,3,1,201085801,3.3512387167899167,1.783056094,0.509417,195329,195680,440138,57.848518234,10.730292,9.52101984896425,1043002.119976119,1044876.3616100373
256-post,3,2,200740233,3.3454798018932954,1.770316281,0.40475,195034,195368,439446,57.86325554,4.617667,9.469265847757766,1043219.6863197623,1045006.2228991834
256-post,3,3,199367237,3.322597396892101,1.776191784,0.61875,193899,194146,436754,57.859397671,5.51025,9.566122471396712,1044291.2740561079,1045621.5539682882
256-post,3,4,198297958,3.3047770986554785,1.786244558,0.65675,192786,193098,434332,57.850276922,17.335917,9.672139386412612,1043895.7282740349,1045585.1427917982
256-post,3,5,197201776,3.2865087165692413,1.799587969,2.88375,191724,192047,431951,57.838424206,9.493208,9.798557130045905,1043915.9405165601,1045674.6397341168
256-post,3,6,196041442,3.267170647864141,1.75916506,0.585375,190566,190863,429325,57.881563996,9.114334,9.635152042196616,1043752.1900720563,1045378.8936836732
256-post,3,7,195683303,3.261202005638711,1.811592897,3.1905,190234,190563,428606,57.822516238,10.85025,9.940465189154253,1043840.7315049052,1045646.0008083163
